chembl_id,pref_name,atc,drh_indication,drh_moa,pain_prior,cns_prior
CHEMBL1697751,ISAXONINE PHOSPHATE,,,,False,False
CHEMBL1697760,MUZOLIMINE,C03CD01,,,False,False
CHEMBL1697768,SODIUM PICOSULFATE,A06AB58;A06AB08,,,False,False
CHEMBL1697841,ISOMETHEPTENE,A03AX10,,,False,False
CHEMBL1697856,BUCETIN,N02BE74;N02BE04;N02BE54,,analgesic agent,False,True
CHEMBL1707007,GLUCOSAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1711280,DOTHIEPIN HYDROCHLORIDE,,,,False,False
CHEMBL1712842,MEPAZINE ACETATE,,,,False,False
CHEMBL1714574,TERCONAZOLE,G01AG02,vulvovaginal candidiasis,sterol demethylase inhibitor,False,False
CHEMBL1722209,TOLTERODINE TARTRATE,,,,False,False
CHEMBL1723241,SULFACETAMIDE SODIUM,,,,False,False
CHEMBL1738797,ALECTINIB,L01ED03,non-small cell lung cancer (NSCLC),ALK tyrosine kinase receptor inhibitor,False,False
CHEMBL1738990,LEVOPROPOXYPHENE,,cough suppressant,antitussive,False,False
CHEMBL1740513,ISAXONINE,,,nerve growth factor agonist,False,False
CHEMBL1741134,PICOSULFURIC ACID,,,,False,False
CHEMBL1742423,BILASTINE,R06AX29;S01GX13,conjunctivitis,histamine receptor antagonist,False,True
CHEMBL1742424,CELIPROLOL HYDROCHLORIDE,,,,False,False
CHEMBL1742466,LANDIOLOL,C07AB14,cardiac arrythmia,adrenergic receptor antagonist,False,True
CHEMBL1742471,EBROTIDINE,,,histamine receptor antagonist,False,True
CHEMBL1744447,ROSUVASTATIN CALCIUM,,,,False,False
CHEMBL1770248,ERTUGLIFLOZIN,A10BK04,diabetes mellitus,sodium/glucose cotransporter inhibitor,False,False
CHEMBL1770916,NIROGACESTAT,L01XX81,,,False,False
CHEMBL1774461,FLORBETAPIR F 18,V09AX05,,,False,False
CHEMBL1779710,EVOGLIPTIN,A10BH07,,,False,False
CHEMBL1788132,LOFEXIDINE HYDROCHLORIDE,,,,False,False
CHEMBL1788385,TILBROQUINOL,P01AA05,,,False,False
CHEMBL1788386,TETRAMETHRIN,P03BA04,,,False,False
CHEMBL1788403,BIOALLETHRIN,P03AC52;P03AC02,,,False,False
CHEMBL1789842,INDACATEROL MALEATE,,,,False,False
CHEMBL1789941,RUXOLITINIB,D11AH09;L01EJ01,myelofibrosis|polycythemia vera,JAK inhibitor,False,False
CHEMBL1790041,RANITIDINE,A02BA02,heartburn,histamine receptor antagonist,False,True
CHEMBL1795071,RUXOLITINIB PHOSPHATE,,,,False,False
CHEMBL1796998,SULFUR HEXAFLUORIDE,V08DA05,,,False,False
CHEMBL1800159,RELUGOLIX,L02BX04,,gonadotropin releasing factor hormone receptor antagonist,False,False
CHEMBL1801800,METABROMSALAN,,,,False,False
CHEMBL1808388,BEXAGLIFLOZIN,A10BK08,,solute carrier family member inhibitor,False,False
CHEMBL1834657,INFIGRATINIB PHOSPHATE,,,,False,False
CHEMBL1852688,INFIGRATINIB,L01EN03,,,False,False
CHEMBL1863513,INGENOL MEBUTATE,D06BX02,,,False,False
CHEMBL1865134,DIBUNIC ACID,R05DB16,,,False,False
CHEMBL1873475,IBRUTINIB,L01EL01,chronic lymphocytic leukemia (CLL)|mantle cell lymphoma (MCL)|Waldenstrom's macroglobulinemia (WM),Bruton's tyrosine kinase (BTK) inhibitor,False,False
CHEMBL1874750,CINEPAZIDE,C04AX27,,calcium channel activator,False,True
CHEMBL1887891,DEXFENFLURAMINE HYDROCHLORIDE,,,,False,False
CHEMBL1888176,TROSPIUM,G04BD09,urinary incontinence|urinary frequency,acetylcholine receptor antagonist,False,True
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,,,,False,False
CHEMBL1899801,PERFLENAPENT,V08DA03,,,False,False
CHEMBL1900528,TIOTROPIUM,,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,acetylcholine receptor antagonist,False,True
CHEMBL1905872,DOCUSATE SODIUM,A06AG10;A06AA02,,,False,False
CHEMBL1908307,FLOSEQUINAN,C01DB01,,phosphodiesterase inhibitor,False,False
CHEMBL1908315,GEMEPROST,G02AD03,,,False,False
CHEMBL1908348,SPARTEINE SULFATE,,,,False,False
CHEMBL1908361,LEVOLEUCOVORIN CALCIUM,V03AF04,,,False,False
CHEMBL1908370,FINAFLOXACIN,,intra-abdominal infections|chronic obstructive pulmonary disease (COPD)|cystic fibrosis,bacterial DNA gyrase inhibitor,False,False
CHEMBL1908377,PYRVINIUM PAMOATE,,,,False,False
CHEMBL1908841,LEVOLEUCOVORIN,,,,False,False
CHEMBL1908847,SPARTEINE,C01BA04,,,False,False
CHEMBL1908906,FLORBETABEN,,,,False,False
CHEMBL1908917,FLUCICLOVINE,,,,False,False
CHEMBL1908919,FLORBETAPIR,,,,False,False
CHEMBL1909072,PIPAMAZINE,,,,False,False
CHEMBL1909282,FENCLOZIC ACID,,,,False,False
CHEMBL1909283,MEBANAZINE,,,,False,False
CHEMBL1909285,NITREFAZOLE,,,,False,False
CHEMBL1909286,PHENOXYPROPAZINE,,,,False,False
CHEMBL1909288,TRIACETYLDIPHENOLISATIN,,,,False,False
CHEMBL1909289,XENAZOIC ACID,,,,False,False
CHEMBL1909298,PINAVERIUM BROMIDE,,,,False,False
CHEMBL1909324,PINAVERIUM,A03AX04,irritable bowel syndrome,T-type calcium channel blocker,False,True
CHEMBL1929396,ANAGLIPTIN,,diabetes mellitus,dipeptidyl peptidase inhibitor,False,False
CHEMBL1945778,IOFLUPANE,,,,False,False
CHEMBL1946170,REGORAFENIB,L01EX05,colorectal cancer|gastrointestinal stromal tumors (GIST),FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,False,False
CHEMBL1951071,ARFORMOTEROL TARTRATE,,,,False,False
CHEMBL1951095,ERAVACYCLINE,J01AA13,,antibacterial,False,False
CHEMBL1963681,AVANAFIL,G04BE10,erectile dysfunction,phosphodiesterase inhibitor,False,False
CHEMBL1963683,TAFLUPROST,S01EE05,glaucoma|ocular hypertension,prostaglandin inhibitor,False,False
CHEMBL1977579,STREPTOZOCIN,L01AD04,,,False,False
CHEMBL1983268,ENTRECTINIB,L01EX14,non-small cell lung cancer (NSCLC),ALK tyrosine kinase receptor inhibitor|proto-oncogene tyrosine protein kinase inhibitor,False,False
CHEMBL1983350,STIRIPENTOL,N03AX17,epilepsy,GABA uptake inhibitor,False,True
CHEMBL1998966,PIFOXIME,,,,False,False
CHEMBL2005186,BELUMOSUDIL,L04AA48,,,False,False
CHEMBL2010601,IVACAFTOR,R07AX02,cystic fibrosis,CFTR channel potentiator,False,False
CHEMBL2018096,IPRAGLIFLOZIN,A10BK05,,,False,False
CHEMBL2021422,FOSPROPOFOL DISODIUM,,,,False,False
CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,,,,False,False
CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,,,,False,False
CHEMBL2023898,DACLATASVIR,J05AP07,hepatitis C,HCV inhibitor,False,False
CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,,,,False,False
CHEMBL2028019,CARIPRAZINE,N05AX15,schizophrenia,dopamine receptor antagonist,False,True
CHEMBL2028661,AZILSARTAN MEDOXOMIL,C09CA09,,,False,False
CHEMBL2028663,DABRAFENIB,L01EC02,melanoma,RAF inhibitor,False,False
CHEMBL2030434,FLUDEOXYGLUCOSE F 18,V09IX04,,,False,False
CHEMBL2035187,PACRITINIB,L01EJ03,,FLT3 inhibitor|JAK inhibitor,False,False
CHEMBL2040682,CICLESONIDE,R03BA08;R01AD13,allergic rhinitis,glucocorticoid receptor agonist,False,False
CHEMBL2042122,FLUTEMETAMOL F 18,V09AX04,,,False,False
CHEMBL2043437,GLASDEGIB,L01XJ03,acute myeloid leukemia (AML),hedgehog pathway inhibitor,False,False
CHEMBL2048028,LIFITEGRAST,S01XA25,dry eye syndrome,lymphocyte function-associated antigen negative modulator,False,False
CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,,,,False,False
CHEMBL2062163,PHENDIMETRAZINE TARTRATE,,,,False,False
CHEMBL2062262,METARAMINOL BITARTRATE,,,,False,False
CHEMBL2062264,PHENYLEPHRINE BITARTRATE,,,,False,False
CHEMBL2062266,DIHYDROCODEINE BITARTRATE,,,,False,False
CHEMBL2062276,LEVALLORPHAN TARTRATE,,,,False,False
CHEMBL2062335,METOPROLOL TARTRATE,,,,False,False
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,,,,False,False
CHEMBL2064032,VONOPRAZAN FUMARATE,,,,False,False
CHEMBL2068723,CALCIUM METRIZOATE,,,,False,False
CHEMBL2068724,ACAMPROSATE CALCIUM,,,,False,False
CHEMBL2068725,IPODATE CALCIUM,V08AC10,,,False,False
CHEMBL2068864,FLUDEOXYGLUCOSE,,,,False,False
CHEMBL2068884,SODIUM GLUCONATE,,,,False,False
CHEMBL2079130,VONOPRAZAN,A02BC08,peptic ulcer disease (PUD),potassium-competitive acid antagonist,False,False
CHEMBL2079587,STANOZOLOL,A14AA02,,,False,False
CHEMBL2079793,PENCICLOVIR SODIUM,,,,False,False
CHEMBL2095206,BOSUTINIB MONOHYDRATE,,,,False,False
CHEMBL2095207,CHOLINE C-11,,,,False,False
CHEMBL2095208,COBICISTAT,V03AX03,human immunodeficiency virus (HIV-1),cytochrome P450 inhibitor,False,False
CHEMBL2095209,ICOSAPENT ETHYL,,,,False,False
CHEMBL2095211,LORCASERIN HYDROCHLORIDE,,,,False,False
CHEMBL2095212,MIRABEGRON,G04BD12,urinary incontinence,adrenergic receptor agonist,False,True
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,,,,False,False
CHEMBL2096642,INAMRINONE LACTATE,,,,False,False
CHEMBL2096646,AMINOSALICYLATE SODIUM,J04AA02,,,False,False
CHEMBL2096650,SODIUM THIOSULFATE,,,,False,False
CHEMBL2103736,FENOPROFEN CALCIUM,,,,False,False
CHEMBL2103739,EMEDASTINE DIFUMARATE,,,,False,False
CHEMBL2103741,LEVOTHYROXINE SODIUM,H03AA01,,,False,False
CHEMBL2103743,TOFACITINIB CITRATE,,,,False,False
CHEMBL2103744,MORPHINE SULFATE,,,,False,False
CHEMBL2103772,RACECADOTRIL,A07XA04,diarrhea,enkephalinase inhibitor,False,False
CHEMBL2103774,TIBOLONE,G03CX01,endometriosis,androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist,False,False
CHEMBL2103795,AZILSARTAN KAMEDOXOMIL,,,,False,False
CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,,,,False,False
CHEMBL2103822,TASIMELTEON,N05CH03,Non-24-Hour Sleep-Wake Disorder,melatonin receptor agonist,False,True
CHEMBL2103827,DROXIDOPA,C01CA27,hypertension|Parkinson's Disease,norepinephrine precursor,False,True
CHEMBL2103830,FOSTAMATINIB,B02BX09,chronic immune thrombocytopenia (ITP),SYK inhibitor,False,False
CHEMBL2103837,TAFAMIDIS,N07XX08,,,False,True
CHEMBL2103844,PIXANTRONE DIMALEATE,,,,False,False
CHEMBL2103846,ULIPRISTAL,G03XB02;G03AD02,contraceptive,progesterone receptor antagonist,False,False
CHEMBL2103854,OMADACYCLINE TOSYLATE,,,,False,False
CHEMBL2103855,TELOTRISTAT,A16AX15,diarrhea,tryptophan hydroxylase inhibitor,False,False
CHEMBL2103868,CABOZANTINIB S-MALATE,,,,False,False
CHEMBL2103870,LUMACAFTOR,,cystic fibrosis,CFTR channel agonist,False,False
CHEMBL2103872,CEFTOLOZANE,,,,False,False
CHEMBL2103873,MACITENTAN,C02KX04,contraceptive,endothelin receptor antagonist,False,False
CHEMBL2103875,TRAMETINIB,L01EE01,melanoma,MEK inhibitor,False,False
CHEMBL2103877,EFINACONAZOLE,D01AC19,onychomycosis,lanosterol demethylase inhibitor,False,False
CHEMBL2103883,AVATROMBOPAG,B02BX08,thrombocytopenia,thrombopoietin receptor agonist,False,False
CHEMBL2103929,LYMECYCLINE,J01AA04,acne vulgaris (AV),bacterial 50S ribosomal subunit inhibitor,False,False
CHEMBL2104095,CHOLINE SALICYLATE,N02BA03,,,False,True
CHEMBL2104136,CLOMACRAN PHOSPHATE,,,,False,False
CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,,,,False,False
CHEMBL2104356,KETAZOLAM,N05BA10,,,False,True
CHEMBL2104415,MOXIDECTIN,P02CX03,gastrointestinal parasites,chloride channel antagonist,False,False
CHEMBL2104445,TRITOQUALINE,R06AX21,,,False,False
CHEMBL2104489,ANAGESTONE ACETATE,,,,False,False
CHEMBL2104537,AMOPROXAN,,,,False,False
CHEMBL2104594,CALCIUM GLUBIONATE,A12AA02,,,False,False
CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,,,,False,False
CHEMBL2104910,SULFADICRAMIDE,S01AB03,,,False,False
CHEMBL2104941,INDORAMIN HYDROCHLORIDE,,,,False,False
CHEMBL2104993,VORTIOXETINE,N06AX26,depression,serotonin receptor agonist|serotonin receptor antagonist,False,True
CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,V04CH02,,,False,False
CHEMBL2105131,MEFRUSIDE,C03BA05,,,False,False
CHEMBL2105224,PHOLCODINE,R05DA08,,,False,False
CHEMBL2105233,PROXIBARBAL,N05CA22,,,False,True
CHEMBL2105248,POTASSIUM BITARTRATE,A12BA03,,,False,False
CHEMBL2105275,PROPYLHEXEDRINE,,nasal congestion|fever|allergic rhinitis,adrenergic receptor agonist,False,True
CHEMBL2105345,PROPANIDID,N01AX04,,,False,False
CHEMBL2105395,OSPEMIFENE,G03XC05,vaginal atrophy|dyspareunia|menopause,selective estrogen receptor modulator (SERM),False,False
CHEMBL2105420,TAUROLIDINE,B05CA05,catheter-related bloodstream infection,apoptosis stimulant,False,False
CHEMBL2105458,THENALIDINE,R06AX53;D04AA03;R06AX03,,,False,False
CHEMBL2105497,ZIPEPROL,R05DB15,,,False,False
CHEMBL2105527,TETRAZEPAM,M03BX07,,,False,False
CHEMBL2105566,FENPROPOREX,,,,False,False
CHEMBL2105581,VERALIPRIDE,N05AL06,,dopamine receptor antagonist,False,True
CHEMBL2105611,TACALCITOL,D05AX04,psoriasis|chapped lips,vitamin D receptor agonist,False,False
CHEMBL2105613,DIVALPROEX SODIUM,,,,False,False
CHEMBL2105629,VINFLUNINE DITARTRATE,,,,False,False
CHEMBL2105637,DELAFLOXACIN,J01MA23,,antiinfective drug,False,False
CHEMBL2105638,DELAFLOXACIN MEGLUMINE,,,,False,False
CHEMBL2105648,PALOVAROTENE,M09AX11,,retinoid receptor agonist,False,False
CHEMBL2105662,LOMITAPIDE MESYLATE,,,,False,False
CHEMBL2105669,TEDIZOLID PHOSPHATE,,,,False,False
CHEMBL2105675,TAFAMIDIS MEGLUMINE,,,,False,False
CHEMBL2105680,RIFAMYCIN SODIUM,,,,False,False
CHEMBL2105682,EDOXABAN TOSYLATE,,,,False,False
CHEMBL2105684,SELUMETINIB SULFATE,,,,False,False
CHEMBL2105689,LULICONAZOLE,D01AC18,tinea pedis|tinea cruris|tinea corporis,sterol demethylase inhibitor,False,False
CHEMBL2105695,TELOTRISTAT ETHYL,,,,False,False
CHEMBL2105700,BEDAQUILINE FUMARATE,,,,False,False
CHEMBL2105704,LENVATINIB MESYLATE,,,,False,False
CHEMBL2105708,PONATINIB HYDROCHLORIDE,,,,False,False
CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,,,,False,False
CHEMBL2105711,TOFOGLIFLOZIN,,diabetes mellitus,sodium/glucose cotransporter inhibitor,False,False
CHEMBL2105712,AFATINIB DIMALEATE,,,,False,False
CHEMBL2105717,CABOZANTINIB,L01EX07,medullary thyroid cancer (MTC),RET tyrosine kinase inhibitor|VEGFR inhibitor,False,False
CHEMBL2105719,DACOMITINIB,L01EB07,,EGFR inhibitor,False,False
CHEMBL2105720,LESINURAD,M04AB05,gout,uric acid diuretic,False,False
CHEMBL2105722,NOMEGESTROL,G03DB04,,,False,False
CHEMBL2105729,DABRAFENIB MESYLATE,,,,False,False
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,,,,False,False
CHEMBL2105735,ASUNAPREVIR,J05AP06,,HCV inhibitor,False,False
CHEMBL2105737,SONIDEGIB,L01XJ02,basal cell carcinoma (BCC),smoothened receptor antagonist,False,False
CHEMBL2105740,SITAXENTAN SODIUM,,,,False,False
CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,,,,False,False
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,,,,False,False
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,A16AX09,,,False,False
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,,,,False,False
CHEMBL2105749,SAMIDORPHAN L-MALATE,,,,False,False
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,,,,False,False
CHEMBL2105755,NALDEMEDINE,A06AH05,,,False,False
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,,,,False,False
CHEMBL2105758,AVATROMBOPAG MALEATE,,,,False,False
CHEMBL2105759,BARICITINIB,L04AF02,rheumatoid arthritis,JAK inhibitor,False,False
CHEMBL2105760,BREXPIPRAZOLE,N05AX16,depression|schizophrenia,dopamine receptor partial agonist,False,True
CHEMBL2105762,OMARIGLIPTIN,,diabetes mellitus,dipeptidyl peptidase inhibitor,False,False
CHEMBL2105827,"GLYCEROL, IODINATED",,,,False,False
CHEMBL2105842,CORTIVAZOL,H02AB17,,,False,False
CHEMBL2105904,BARBITAL SODIUM,,,,False,False
CHEMBL2105941,AMOBARBITAL SODIUM,,,,False,False
CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,,,,False,False
CHEMBL2106076,CEFPIROME SULFATE,,,,False,False
CHEMBL2106119,CALCIUM GLUCONATE,B05XA19;A12AA03;D11AX03,,,False,False
CHEMBL2106122,EMEPRONIUM BROMIDE,,,,False,False
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,,,,False,False
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,,,,False,False
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,,,,False,False
CHEMBL2106318,IOTHALAMATE SODIUM I 125,V09CX03,,,False,False
CHEMBL2106441,NOXYTIOLIN,B05CA07,,,False,False
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,,,,False,False
CHEMBL2106556,CYCLOBARBITAL CALCIUM,,,,False,False
CHEMBL2106615,BAZEDOXIFENE ACETATE,,,,False,False
CHEMBL2106638,LOFEPRAMINE HYDROCHLORIDE,,,,False,False
CHEMBL2106643,MYCOPHENOLATE SODIUM,,,,False,False
CHEMBL2106660,ACEFYLLINE PIPERAZINE,R03DA09,,,False,False
CHEMBL2106732,NOSCAPINE HYDROCHLORIDE,,,,False,False
CHEMBL2106794,NAFTAZONE,C05CX02,,,False,False
CHEMBL2106825,MEDROGESTONE,G03DB03,,,False,False
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,,,,False,False
CHEMBL2106907,METHIODAL SODIUM,,,,False,False
CHEMBL2106915,METHOPHOLINE,,,,False,False
CHEMBL2106939,POLIHEXANIDE,D08AC05;S01AX24,,,False,False
CHEMBL2107011,OXYPERTINE,N05AE01,,,False,True
CHEMBL2107067,TESTOSTERONE UNDECANOATE,,,,False,False
CHEMBL2107124,PROTHIPENDYL HYDROCHLORIDE,,,,False,False
CHEMBL2107175,RANELIC ACID,,,,False,False
CHEMBL2107214,IOMEPROL,V08AB10,,,False,False
CHEMBL2107239,IOXITALAMIC ACID,V08AA05,,,False,False
CHEMBL2107253,SULFADIMETHOXINE SODIUM,,,,False,False
CHEMBL2107260,SULFAMERAZINE SODIUM,,,,False,False
CHEMBL2107333,DIMETHYL FUMARATE,L04AX07,,,False,False
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,,,,False,False
CHEMBL2107360,PALIPERIDONE PALMITATE,,,,False,False
CHEMBL2107381,URIDINE TRIACETATE,A16AX13,,,False,False
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,,,,False,False
CHEMBL2107386,VORAPAXAR SULFATE,,,,False,False
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,,,,False,False
CHEMBL2107430,FLUTRIMAZOLE,D01AC16;G01AF18,mycosis,sterol demethylase inhibitor,False,False
CHEMBL2107431,LYNESTRENOL,G03AC02;G03DC03,contraceptive,progestogen hormone,False,False
CHEMBL2107495,TEMAFLOXACIN HYDROCHLORIDE,,,,False,False
CHEMBL2107519,CHLORNAPHAZINE,,,,False,False
CHEMBL2107554,SODIUM DIBUNATE,,,,False,False
CHEMBL2107703,FENTICONAZOLE NITRATE,,,,False,False
CHEMBL2107726,ARIMOCLOMOL,N07XX17,,,False,True
CHEMBL2107797,NORGESTREL,,contraceptive,progesterone receptor agonist,False,False
CHEMBL2107799,FLURPIRIDAZ F 18,,,,False,False
CHEMBL2107815,TREPROSTINIL DIOLAMINE,,,,False,False
CHEMBL2107817,AVIBACTAM SODIUM,,,,False,False
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,J05AF13,,,False,False
CHEMBL2107826,VIBEGRON,G04BD15,,,False,False
CHEMBL2107830,EMPAGLIFLOZIN,A10BK03,diabetes mellitus,sodium/glucose cotransporter inhibitor,False,False
CHEMBL2107831,LUSUTROMBOPAG,B02BX07,,thrombopoietin receptor agonist,False,False
CHEMBL2107834,RIOCIGUAT,C02KX05,hypertension,guanylate cyclase stimulant,False,False
CHEMBL2109882,TRISILICATE,,,,False,False
CHEMBL2110367,TRIMETHOPRIM SULFATE,,,,False,False
CHEMBL2110368,BETHANIDINE SULFATE,,,,False,False
CHEMBL2110372,RANITIDINE HYDROCHLORIDE,,,,False,False
CHEMBL2110588,ELIGLUSTAT,A16AX10,Gaucher disease,glycosyl transferase inhibitor,False,False
CHEMBL2110636,BUNAMIODYL,,,,False,False
CHEMBL2110725,VINFLUNINE,L01CA05,bladder cancer,microtubule inhibitor,False,False
CHEMBL2110731,TOFOGLIFLOZIN ANHYDROUS,,,,False,False
CHEMBL2110732,DACOMITINIB ANHYDROUS,,,,False,False
CHEMBL2110774,CHLORPHENOXAMINE,R06AA06;D04AA34;R06AA56,,histamine receptor antagonist,False,True
CHEMBL2110805,EMEPRONIUM,N05CX05;G04BD01,,,False,True
CHEMBL2110816,BUTRIPTYLINE,N06AA15,,,False,True
CHEMBL2110962,MEFENOREX,A08AA09,,,False,False
CHEMBL2110978,METHIODAL,V08AA09,,,False,False
CHEMBL2111030,PROTHIPENDYL,N05AX07,,,False,True
CHEMBL2111097,LEVAMLODIPINE,C08CA17,hypertension,calcium channel blocker,False,True
CHEMBL2111101,PIMAVANSERIN,N05AX17,Parkinson's Disease,serotonin receptor inverse agonist,False,True
CHEMBL2111112,VERNAKALANT,C01BG11,atrial fibrillation (AF),potassium channel blocker,False,True
CHEMBL2111186,TALAPORFIN,,,photosensitizing agent,False,False
CHEMBL2111286,RANITIDINE BISMUTH CITRATE,A02BA07,,,False,False
CHEMBL2134724,IPRATROPIUM BROMIDE,R03BB01;R01AX03,,,False,False
CHEMBL2138684,FROVATRIPTAN SUCCINATE,,,,False,False
CHEMBL2145077,IVABRADINE HYDROCHLORIDE,,,,False,False
CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,,,,False,False
CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,,,,False,False
CHEMBL2146123,METHACYCLINE HYDROCHLORIDE,,,,False,False
CHEMBL2146124,CEFUROXIME SODIUM,,,,False,False
CHEMBL2146140,ESOMEPRAZOLE STRONTIUM,,,,False,False
CHEMBL2146146,ATROPINE SULFATE,,,,False,False
CHEMBL2146883,COBIMETINIB,L01EE02,melanoma,MEK inhibitor,False,False
CHEMBL2147777,TENELIGLIPTIN,A10BH08,diabetes mellitus,dipeptidyl peptidase inhibitor,False,False
CHEMBL2159122,ELUXADOLINE,A07DA06,irritable bowel syndrome,opioid receptor agonist|opioid receptor antagonist,False,True
CHEMBL2165326,APROCITENTAN,C02KN01,,,False,False
CHEMBL2178422,RIMEGEPANT,N02CD06,,calcitonin antagonist,False,True
CHEMBL2181927,FINERENONE,C03DA05,,,False,False
CHEMBL2205807,ABAMETAPIR,P03AX07,,metalloproteinase inhibitor,False,False
CHEMBL2216870,IDELALISIB,L01EM01,chronic lymphocytic leukemia (CLL),PI3K inhibitor,False,False
CHEMBL2218861,QUINAGOLIDE,G02CB04,hyperprolactinemia,dopamine receptor agonist,False,True
CHEMBL2218877,ERYTHROMYCIN ESTOLATE,,,,False,False
CHEMBL2218878,TRIMETREXATE GLUCURONATE,,,,False,False
CHEMBL2218894,FLUVASTATIN SODIUM,,,,False,False
CHEMBL2218896,NABILONE,A04AD11,,,True,True
CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,,,,False,False
CHEMBL2219411,MOMELOTINIB DIHYDROCHLORIDE,,,,False,False
CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,,,,False,False
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,,,,False,False
CHEMBL2219740,CALCIUM GLUBIONATE ANHYDROUS,,,,False,False
CHEMBL2220427,ERYTHROMYCIN PROPIONATE,,,,False,False
CHEMBL2220442,FLUVASTATIN,C10AA04,hypercholesterolemia|congenital heart defects,HMGCR inhibitor,False,False
CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,,,,False,False
CHEMBL2308885,CLOBETASONE BUTYRATE,,,,False,False
CHEMBL2325741,CAPIVASERTIB,L01EX27,,,False,False
CHEMBL2336050,XANOMELINE TARTRATE,,,,False,False
CHEMBL2336071,SIPONIMOD,L04AE03,multiple sclerosis,sphingosine 1-phosphate receptor modulator,False,False
CHEMBL2338329,ROXADUSTAT,B03XA05,,,False,False
CHEMBL2338675,FOSDENOPTERIN,A16AX19,,,False,False
CHEMBL2348780,VAMOROLONE,H02AB18,,,False,False
CHEMBL2355051,CLOMIPHENE,G03GB02,,,False,False
CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,,,,False,False
CHEMBL2355456,IBUTILIDE FUMARATE,,,,False,False
CHEMBL2355839,ISOMETHEPTENE MUCATE,,,,False,False
CHEMBL2356023,DIHYDROTACHYSTEROL,A11CC02,rickets|hypocalcemia|osteomalacia,vitamin analog,False,False
CHEMBL2356097,METOPROLOL SUCCINATE,,,,False,False
CHEMBL2358147,CARPHENAZINE MALEATE,,,,False,False
CHEMBL2359670,THIETHYLPERAZINE MALATE,,,,False,False
CHEMBL2359966,QUININE SULFATE,,,,False,False
CHEMBL2360079,ACETOPHENAZINE MALEATE,,,,False,False
CHEMBL2360464,PEMETREXED DISODIUM,,,,False,False
CHEMBL2360580,BUCLIZINE HYDROCHLORIDE,,,,False,False
CHEMBL2361370,PENBUTOLOL SULFATE,,,,False,False
CHEMBL2362410,LANDIOLOL HYDROCHLORIDE,,,,False,False
CHEMBL2364574,DOXYCYCLINE CALCIUM,,,,False,False
CHEMBL2364607,COBIMETINIB FUMARATE,,,,False,False
CHEMBL2364608,DORAVIRINE,J05AG06,,non-nucleoside reverse transcriptase inhibitor,False,False
CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,,,,False,False
CHEMBL2364612,LATANOPROSTENE BUNOD,S01EE06,,,False,False
CHEMBL2364617,MACIMORELIN ACETATE,,,,False,False
CHEMBL2364629,RIMEGEPANT SULFATE,,,,False,False
CHEMBL2364632,SARECYCLINE,J01AA14,,,False,False
CHEMBL2364633,SARECYCLINE HYDROCHLORIDE,,,,False,False
CHEMBL2364635,TAFENOQUINE SUCCINATE,,,,False,False
CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,,,,False,False
